990	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009219.jpg
1225	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001197.jpg
1884	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003085.jpg
1335	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007050.jpg
1772	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006230.jpg
735	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004221.jpg
89	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008089.jpg
1926	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003127.jpg
831	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009060.jpg
1660	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006118.jpg
2152	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002096.jpg
1864	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003065.jpg
683	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004169.jpg
22	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008022.jpg
1425	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007140.jpg
1123	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001095.jpg
2048	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003249.jpg
1243	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001215.jpg
2242	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002186.jpg
1582	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006040.jpg
1254	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001226.jpg
1578	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006036.jpg
1100	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001072.jpg
520	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004006.jpg
269	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005012.jpg
2549	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000236.jpg
413	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005156.jpg
1475	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007190.jpg
1332	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007047.jpg
2058	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002002.jpg
2471	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000158.jpg
1117	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001089.jpg
815	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009044.jpg
1121	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001093.jpg
1246	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001218.jpg
806	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009035.jpg
367	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005110.jpg
2544	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000231.jpg
2056	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002000.jpg
1440	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007155.jpg
174	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008174.jpg
1621	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006079.jpg
2180	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002124.jpg
808	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009037.jpg
2356	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000043.jpg
1083	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001055.jpg
564	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004050.jpg
1604	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006062.jpg
295	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005038.jpg
902	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009131.jpg
2305	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002249.jpg
1495	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007210.jpg
482	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005225.jpg
1399	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007114.jpg
1610	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006068.jpg
634	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004120.jpg
1790	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006248.jpg
456	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005199.jpg
267	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005010.jpg
1821	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003022.jpg
678	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004164.jpg
1452	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007167.jpg
111	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008111.jpg
1233	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001205.jpg
1616	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006074.jpg
1743	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006201.jpg
927	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009156.jpg
1125	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001097.jpg
1105	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001077.jpg
2129	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002073.jpg
2378	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000065.jpg
2262	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002206.jpg
903	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009132.jpg
2205	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002149.jpg
1294	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007009.jpg
323	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005066.jpg
1165	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001137.jpg
60	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008060.jpg
2101	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002045.jpg
2170	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002114.jpg
447	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005190.jpg
792	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009021.jpg
2131	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002075.jpg
949	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009178.jpg
606	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004092.jpg
244	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008244.jpg
2347	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000034.jpg
1341	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007056.jpg
1915	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003116.jpg
1276	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001248.jpg
946	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009175.jpg
5	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008005.jpg
846	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009075.jpg
2478	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000165.jpg
337	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005080.jpg
1022	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009251.jpg
114	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008114.jpg
1264	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001236.jpg
444	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005187.jpg
2059	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002003.jpg
2447	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000134.jpg
1018	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009247.jpg
685	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004171.jpg
855	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009084.jpg
1700	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006158.jpg
1088	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001060.jpg
729	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004215.jpg
2392	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000079.jpg
1982	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003183.jpg
1366	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007081.jpg
1045	2	6	1	0.14333333333333334	0.0375	0.9133333333333333	0.9525	0.0000	one/001017.jpg
2538	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000225.jpg
532	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004018.jpg
2294	2	6	7	0.07	0.0275	0.9566666666666667	0.9875	0.0000	two/002238.jpg
1876	2	6	2	0.04666666666666667	0.045	0.95	0.98	0.0000	three/003077.jpg
1545	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006003.jpg
747	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004233.jpg
1617	2	6	4	0.07333333333333333	0.0375	0.97	0.97	0.0000	six/006075.jpg
2456	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000143.jpg
554	2	6	5	0.04	0.04	0.9333333333333333	0.9675	0.0000	four/004040.jpg
1004	2	6	0	0.06	0.0625	0.9466666666666667	0.9875	0.0000	nine/009233.jpg
2484	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000171.jpg
119	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008119.jpg
1368	2	6	3	0.06333333333333334	0.045	0.9433333333333334	0.97	0.0000	seven/007083.jpg
314	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005057.jpg
350	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005093.jpg
2390	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000077.jpg
190	2	6	6	0.06	0.0475	0.9533333333333334	0.975	0.0000	eight/008190.jpg
2542	2	6	9	0.03333333333333333	0.0225	0.9666666666666667	0.9875	0.0000	zero/000229.jpg
459	2	6	8	0.06333333333333334	0.0475	0.9566666666666667	0.9575	0.0000	five/005202.jpg
